,dfm smoothed,dfm filtered,ddfm code,ddfm code reduced size,ddfm code reduced size vs linear f,ddfm nnlin last neurons,ddfm nnlin code,ddfm nnlin code vs linear f
0,0.7711363164071765,0.7723017883446883,0.9414349983299526,0.49553857720344435,0.17152860881948184,0.9204375137293718,0.46894136064804415,0.30457278348243355
1,0.7368112429474699,0.7367093474954353,0.938489088119171,0.40442077045316127,0.24204240807916821,0.9251970217594971,0.39991622049163966,0.2747043978135354
2,0.7450112051045608,0.7457239877502583,0.9394338541562743,0.4275263858606844,0.3118470104259183,0.9207152103776665,0.44390979611482545,0.2706163468059416
3,0.7728425908004511,0.7728803105505528,0.9306214901473421,0.571627642367085,0.32899463659520817,0.9229324669299602,0.4852753073853681,0.46563512547676283
4,0.7488764627499671,0.748994991652963,0.9306643974639074,0.47828999200820493,0.2079629623099974,0.888305771813518,0.46072837886586576,0.21453433900920346
5,0.7646520262978542,0.7648009118858354,0.9298781016925307,0.4876444059730158,0.36823932796263736,0.8813118026814751,0.4460239843893508,0.40409634203910344
6,0.7449479668919767,0.7448640817505077,0.9331066865439804,0.4499881157066616,0.191854262649708,0.9169443773522883,0.4444979856630649,0.2568982903127738
7,0.7362988769751586,0.736597942104834,0.9464757370837911,0.4143548863876865,0.0913794107908178,0.9067876912067575,0.4127831470050166,0.2975234193776295
8,0.7502084829241481,0.7509963304782942,0.9431374596845904,0.41319658837719575,0.24568843542398722,0.9003204589148531,0.4502631186630784,0.23769454224703063
9,0.7605790515406962,0.7611272096152473,0.9294217921241108,0.3779696447186046,0.2635445486820544,0.8965555867376488,0.4467249132488698,0.2391750046687893
10,0.7376987782606653,0.7379116072658017,0.9276160233823942,0.38354382023617256,0.2869239255331766,0.9140726795568842,0.4115618910533395,0.42101911133316783
11,0.7586337026058271,0.7588383760743653,0.9490214771961025,0.5218190740964609,0.35444071182065434,0.9118554135657648,0.49047904430359307,0.5535225888437595
12,0.73473489633083,0.7352283187457925,0.928817129546522,0.4625792631443047,0.20472945417696733,0.9028512921608278,0.4301955405431956,0.40962674368462915
13,0.7472831815108918,0.7477085424283829,0.9447313955906066,0.49191001967472286,0.37629467645855547,0.9200472242331557,0.5088522745452371,0.5498425365520834
14,0.7730282379330417,0.7738209254512103,0.9410814626579358,0.5536749443703217,0.17043492406302269,0.9140162752052405,0.5091108237188889,0.3110972055245688
15,0.7394965497021752,0.7397601437704213,0.9259170975194723,0.43308971404396107,0.4379103867474538,0.9023992281106819,0.45856548786620427,0.35029890283542037
