,dfm smoothed,dfm filtered,ddfm code,ddfm code reduced size,ddfm code reduced size vs linear f,ddfm nnlin last neurons,ddfm nnlin code,ddfm nnlin code vs linear f
0,0.7553885990090137,0.7562629217529248,0.9339434242778185,0.5016634629358688,0.1415365039933093,0.8916452556086322,0.47825913654397767,0.2045475384777539
1,0.7193600352252266,0.7195948877971834,0.9367183947635719,0.4169086103727517,0.20114795705295918,0.9041378886113323,0.4081248939480215,0.2235855826683654
2,0.7319399805556299,0.7334668120696789,0.9298350000012091,0.4074820274346079,0.3797761832744967,0.89926724067927,0.44509027962894854,0.30352579706363353
3,0.7587282824436238,0.7588076540598578,0.928774978824231,0.6187536510230914,0.34657791030350255,0.9001384610209717,0.4709371442887351,0.49248167478749494
4,0.7290529367343362,0.7303215377077595,0.9229152593298305,0.45263315126106535,0.20889218729606654,0.9016599571884669,0.4319321308286556,0.3459140457801164
5,0.7431677920743157,0.7445615906242947,0.9183208715189521,0.4874291717137688,0.3801795176948306,0.875219765700946,0.3878962378335961,0.13687099405859388
6,0.7230265852706239,0.7229357663221362,0.9184753904253231,0.44404108983930296,0.20573307755389367,0.8852519446386834,0.4381279456582348,0.47461829473109457
7,0.7225708628745138,0.7223957282962533,0.9411280603712711,0.42811683138561996,0.14623274572106748,0.8944123441314096,0.43628589575277965,0.2392671640315924
8,0.7395139677864115,0.7414503651885811,0.9379379239372311,0.47804762463394757,0.22305131310568393,0.89983141305345,0.4769607651528968,0.1865901845982759
9,0.7326902856732301,0.7334797821399232,0.918216351260739,0.3660454728932359,0.2780352212273483,0.8863854414950587,0.43153641426056416,0.23968177762724
10,0.7157922370769201,0.7168699614644468,0.9156221843226156,0.409988287866107,0.253575153724006,0.9027161723294819,0.4017961529426182,0.346631473871396
11,0.7425211557340784,0.7428830193212661,0.9424308419667684,0.5212723463830296,0.36725429500928564,0.8873846853719942,0.48157969353229124,0.38976649032509536
12,0.7209292556161675,0.7214157174171179,0.9199605518964076,0.4431498554241886,0.2910500900050873,0.8711922641724587,0.5080695198193157,0.21017034351309966
13,0.7406688515543315,0.7404156136769143,0.9370948216166555,0.4786681402441357,0.37863919446210736,0.9164036783315112,0.47085529233446866,0.4389178081508879
14,0.7549670918985882,0.7549980015625234,0.9386382103836667,0.5412201754087821,0.16439169015197352,0.8863841969360856,0.5676909058491343,0.21162198227323184
15,0.7190049689554877,0.7198595215978919,0.9120575399646443,0.40299611839211696,0.370730317551058,0.9018328969999769,0.35305614659691614,0.3548472933902501
16,0.7351273584774234,0.7358582294795735,0.9359270232781769,0.46780063346798034,0.3058300565214431,0.9169482396023878,0.3763116263664068,0.3926753037213964
17,0.7409674669735015,0.7419226920540388,0.9381962555833333,0.5197657020441688,0.2157351704504463,0.8975946997091698,0.4743836049162124,0.2685278770052493
18,0.6976557752018758,0.6990496459160989,0.9040699802031462,0.4292100230350862,0.22410818948492192,0.8872207751484998,0.35476330419886,0.41281672902313726
19,0.7227807842100129,0.7240875205303327,0.9023389432276524,0.4333999094077488,0.37119611535863756,0.8717343756355261,0.394958772541943,0.2788810346278066
20,0.7511130317333783,0.75139944523259,0.9343280668365729,0.4179078012916755,0.345799361118157,0.8941488533561804,0.4088824187490733,0.18912622367305804
