,dfm smoothed,dfm filtered,ddfm code,ddfm code reduced size,ddfm code reduced size vs linear f,ddfm nnlin last neurons,ddfm nnlin code,ddfm nnlin code vs linear f
0,0.786818199361789,0.7868594355693156,0.9540956169539956,0.5122272055380008,0.13918432193372177,0.9137116234040897,0.464534146798632,0.24086823487561637
1,0.7562834347056805,0.756452007342959,0.9546720989292096,0.4433246621739616,0.18173267803633675,0.9380033694108603,0.46471149633000736,0.2765607622255585
2,0.758850944579385,0.7590320208350243,0.9477895090166674,0.4755072594762714,0.2551971763973341,0.9243256929131604,0.4484590774385565,0.3254339008894893
3,0.7925128352626344,0.7926252104327197,0.9471242503831511,0.5840865290673787,0.3318601250991332,0.9249884784529173,0.5086669475860808,0.31700669926474606
4,0.7687955234863033,0.7689191558499407,0.9499132178676525,0.45580365399090844,0.2143272050663437,0.9025413785832611,0.4585740509445658,0.2444204149749563
5,0.7791033937486068,0.7791027170030944,0.9460084261069029,0.4810394345396987,0.38607831014704647,0.9045631481941551,0.46278181803041973,0.3751123865771878
6,0.7525632137366687,0.7525137288219614,0.9429962226392652,0.46293714727569824,0.1804798963158461,0.9220363183231862,0.45451855336711805,0.3968185100359998
7,0.7533500896378954,0.7532490111665319,0.9573089083469888,0.42294519508679046,0.09393519941464136,0.9023248688207828,0.4421082897880008,0.25246211220679765
8,0.775553319192059,0.7757874883939728,0.9559941243778395,0.47984234654310437,0.23130215603793458,0.9156163718164804,0.3608104018659022,0.26846193642470295
9,0.7801979746956451,0.7802047259828967,0.9452677535727084,0.37189886249104753,0.2760851334376557,0.9088817893984009,0.43767047548983473,0.24538846802407727
10,0.7541761227509688,0.7545382087867843,0.9436203898361274,0.42281004797148325,0.27602494691173757,0.9284131629002655,0.36295478877704146,0.391191452710754
11,0.7708086181897693,0.7708835619204748,0.9588581141768551,0.5295219122285776,0.3753215346689048,0.9282680005369669,0.530265134219148,0.41403645404776235
12,0.7594175796204133,0.7594384725223404,0.9418844392510897,0.4633694175786672,0.3273467955862534,0.9103513121380145,0.5061295867176063,0.32213029279259114
13,0.764227887736493,0.7643235771232983,0.955596116758136,0.4853345623052527,0.3502102792990932,0.9284782051379608,0.4929969703897535,0.5309757543954031
14,0.7843908302077836,0.7845922661505897,0.9553085296720236,0.5618153180251457,0.1687527203359115,0.9265607137712533,0.46260151194192767,0.258686779179428
15,0.7637911631942305,0.7638042844030801,0.941319124233634,0.4351740785044987,0.3223420994302549,0.9151259133949924,0.43973296511967747,0.36366506025011786
16,0.766922578931018,0.7670115326931372,0.9571480859517164,0.4469637655608749,0.37403409189349185,0.9340699730766385,0.4314018234929172,0.37457385050601805
17,0.7761751045917633,0.7764108624199546,0.9620099213293356,0.5193475265315693,0.20590071750185127,0.9222145402770722,0.42568070185607365,0.5301119594446702
18,0.7460353117965669,0.7460172769336768,0.9355072094156436,0.4441457015438618,0.27251822331546716,0.8933844647095094,0.41965553343247675,0.4068801634314062
19,0.7637675435798044,0.763778983896531,0.9320414239572944,0.44858892071047046,0.3035729897503472,0.8998945018513201,0.43207574979420194,0.23291878167915459
20,0.775943725817451,0.7758024332827964,0.9570995983290331,0.4275215783389573,0.32018152741276773,0.9189422343572431,0.48821206497374153,0.4379368542172729
21,0.7544861294537609,0.7545384457526956,0.9587293360817515,0.5659298318130669,0.32337201798305176,0.9240549687561204,0.34562893005601447,0.37557524785906593
22,0.7705250182090164,0.77066375921992,0.93935937120285,0.533879875350898,0.21899467768258146,0.9015196422579813,0.4909785077521836,0.23690157273132814
