,dfm smoothed,dfm filtered,ddfm non-filtered,ddfm filtered
0,0.9399850785558465,0.9406047320063872,0.9487472655225566,0.9487472492725385
1,0.957038552966779,0.9581008541228117,0.9826415341273932,0.9826415438768368
2,0.9260172542227928,0.9258934471469054,0.916835478223097,0.9168354321587844
3,0.7707845688614835,0.76985336438448,0.8007424554363274,0.8007424611147634
4,0.9674506234042615,0.9678715906502813,0.9795609677785565,0.9795610168310563
5,0.8619921506498457,0.8640056998477766,0.9478649498304716,0.9478649033048971
6,0.9604898453385531,0.9598881152327221,0.9714410331284293,0.9714409841875056
7,0.9636816551051817,0.9652309011359561,0.9629096302455071,0.9629096491805041
8,0.9606217359343481,0.960512631348028,0.9921840914067825,0.9921839710087489
9,0.9527332766099496,0.9519007771964274,0.9526791285650805,0.9526790786738815
10,0.9560079699065965,0.9577075676560052,0.9523445340624986,0.9523445064963969
11,0.9600932568790735,0.9605359120970572,0.9681068082412164,0.968106771634374
12,0.901178018483214,0.9027521533187333,0.9024984344391126,0.9024983902917263
13,0.9269846870769574,0.9259889928844841,0.9232334873558115,0.9232334404173839
14,0.9524975818905348,0.9544317461988314,0.9727508772040615,0.9727508438915989
15,0.8263517249192648,0.8243494805802125,0.9358644665484038,0.9358644618792559
16,0.9602816465502839,0.9605710059298241,0.9583551141944712,0.9583551378449671
17,0.8379797080051998,0.8380190101404514,0.9761811399365765,0.9761811586863328
18,0.7979006064918933,0.8017595668644658,0.7953113949502094,0.7953113049459138
19,0.8809833727240945,0.8801807356330814,0.9492712714450083,0.9492712902138076
20,0.9753603876378719,0.9745243296510201,0.9903839548492672,0.9903838668097164
21,0.9790558172662861,0.9788577337735603,0.9896214768122393,0.9896213983268625
22,0.8883354766101886,0.889278696542218,0.9691753238399577,0.9691753418353415
23,0.9846581772751787,0.9847951838030969,0.9839535363929598,0.9839534705567606
24,0.8884746213335901,0.8888599296003641,0.9150341832573337,0.9150341509688182
25,0.9662716863137529,0.9660460798765722,0.9654442306497223,0.9654442184916289
26,0.9897245459713419,0.9892447368474613,0.9902588044144969,0.9902587152832477
27,0.6765895588797463,0.6748654441777582,0.9064495426261481,0.9064495579206231
28,0.9456673772647584,0.9451839290902834,0.9797793365805558,0.9797793588113156
29,0.9756470736469623,0.973640114887104,0.9726831312955709,0.9726831522494876
30,0.9851285317591936,0.9861554628488924,0.979239853245808,0.9792398579749836
31,0.94507831575902,0.9461202729639976,0.944534355065296,0.9445343661800086
32,0.9190014167872298,0.9173885939659602,0.917642321963734,0.9176423303703486
33,0.8319097535471844,0.8343972893505732,0.8465741549821499,0.8465740883485484
34,0.9213986797026519,0.9204751830091494,0.9350218756806591,0.9350218853814565
35,0.9574860350305343,0.960641116520269,0.966404129693105,0.9664041450013313
36,0.9133967645102896,0.9133224262421356,0.9175445573783875,0.9175444952374426
37,0.9121040241672697,0.9171007868074487,0.9173425736926878,0.9173425113187254
38,0.9847473168603466,0.9839674868210575,0.9890014106616413,0.9890014634066142
39,0.8990448110229446,0.8984167191951775,0.9795879046837621,0.9795879220044129
40,0.9571200836231541,0.9557776871330108,0.9680709721363797,0.9680710386162383
41,0.6892708262143535,0.6862448256363005,0.8756843816143693,0.8756843655566602
42,0.8226937420626838,0.8233385399537438,0.8552796967206134,0.8552797691804843
43,0.8971364309689974,0.8960012320948527,0.9046627472164285,0.9046627648483366
44,0.9296982047821932,0.9323702756797811,0.941650356167905,0.9416503037538783
45,0.7580330962425492,0.7561180983952274,0.7581756106875682,0.7581755968054387
46,0.886571981022184,0.8865221331989465,0.9480302752832407,0.9480302952588512
47,0.881472343803446,0.8818863335913307,0.881603352876704,0.8816033727217347
48,0.9645109270997396,0.9652487071023113,0.9829085098453569,0.9829083968517462
49,0.9338230817446884,0.9341946385401176,0.9662543475955742,0.9662543525933673
50,0.9658700110681542,0.9658410091197205,0.9694675711163778,0.9694675456549774
51,0.9896408542835371,0.9897797935887355,0.9896145801235133,0.9896145394560365
52,0.8695224526783366,0.8700456854654043,0.9120506352031289,0.9120506636661303
53,0.9923954175094861,0.9930087350111128,0.99165870102262,0.9916586889769086
54,0.9478935262239927,0.9477183771244269,0.9488986083710467,0.9488985635608601
55,0.9752929902869304,0.9730756216812925,0.9828181506447916,0.9828182208219799
56,0.9465886712613366,0.9477506075335277,0.985400055617499,0.9854000303958393
57,0.9166644967764405,0.9156446549567586,0.9930245014920936,0.9930244932820548
58,0.9366848752451999,0.9361778644920203,0.9849795944639825,0.9849795396878396
59,0.9610999977461849,0.9601519886068198,0.9526570636465989,0.9526570434904235
60,0.9823656494353409,0.9822028765848883,0.9933350108005344,0.9933350510797315
61,0.6734675487840411,0.6705517664230841,0.8705152172784988,0.870515320591756
62,0.7932918843925096,0.7915551310246504,0.8515720937878378,0.8515721517055547
63,0.9910845575596353,0.990768816111119,0.9884244774874393,0.9884244684171624
64,0.8339122608302543,0.8323001313244136,0.8565036495794817,0.8565036299383136
65,0.9459652336088886,0.9454143160414641,0.9576767232741791,0.9576767489318073
66,0.9261935169095572,0.9266724210880071,0.9803550353367232,0.9803550123113981
67,0.8638325871083736,0.8627945961902326,0.8676431566659069,0.8676431575533753
68,0.8939498420394767,0.8949639650090502,0.9216078914462833,0.92160791805193
69,0.7790284990697613,0.7803517216659137,0.832204368287549,0.8322042959373336
70,0.8604375424776571,0.8615452918822699,0.8701281471393156,0.870128141739508
71,0.9549219881029852,0.9550517305103892,0.9807693921381486,0.9807694289803109
72,0.9582776051600557,0.9587277421120439,0.9871807047166957,0.9871807595968219
73,0.9667391536752022,0.9657933142881909,0.9849699000502344,0.9849699351189719
74,0.9442866924801505,0.9431685688902938,0.947511700428856,0.9475116341413821
75,0.9524427508716542,0.9529265283590761,0.9429749570163752,0.9429749526690766
76,0.7994901406296436,0.7983431322371048,0.7965550767878273,0.7965550380570681
77,0.7426235964097324,0.7486051920711543,0.7443165408641306,0.7443165724944609
78,0.9363437332670254,0.9359929831454583,0.9392399692289166,0.9392399708712531
79,0.9879554964630516,0.9887367570602313,0.9870376578562366,0.9870376526059286
80,0.9423261083813471,0.9421683906340214,0.9455591986625334,0.9455591532270454
81,0.7415740984588263,0.740104361170553,0.8124608033969108,0.8124607196724574
82,0.8618855489788685,0.8582887033628337,0.9413627605080995,0.941362723223668
83,0.9582638484715158,0.9577764930500152,0.9854053640404697,0.9854053594499049
84,0.6990866124207191,0.6984317156388768,0.6897872405413721,0.6897872336347175
85,0.9844614213447038,0.9822293812790198,0.97895088276847,0.9789509555625671
86,0.971072833875796,0.9707508048396407,0.980479872964494,0.9804798956002184
87,0.9341653671511875,0.9355550167447266,0.9399416444242223,0.9399416368031168
88,0.982111866309314,0.9815545834390895,0.9844000848575145,0.9844001121361291
89,0.8299993066443306,0.8315339995324568,0.8422910447996038,0.8422910850552893
90,0.8168401579455714,0.8177467482289785,0.8076224596878122,0.8076224758594976
91,0.931837379017041,0.9316355631069537,0.9302517571715523,0.9302517511210343
92,0.9612958082181436,0.960723128968251,0.9512303075932965,0.9512303620428767
93,0.9300822453946402,0.9301924171072186,0.9329213096588979,0.9329214187581648
94,0.9501778837166169,0.9492304849750856,0.9732789997821505,0.9732789959010552
95,0.9597538322287135,0.9581477232210135,0.9642030541269154,0.9642030485591851
96,0.7508488264724779,0.7517080815437894,0.9478573409201608,0.9478573263941443
97,0.8996897126087509,0.899846317915639,0.924853852590056,0.924853762523406
98,0.8996745696801737,0.8990025769683521,0.9565337958568553,0.956533810220222
99,0.9722107877116578,0.9726647783025655,0.9829800728456797,0.9829800567888644
