,dfm smoothed,dfm filtered,ddfm non-filtered,ddfm filtered
0,0.5871608679959767,0.5878262059218875,0.5822677497205634,0.5822676790165191
1,0.7548352427436348,0.7495175193096835,0.7249760645447181,0.7249761080528461
2,0.6812460159134328,0.6733239723040582,0.6814039981904918,0.6814039776555725
3,0.7144847654303601,0.7088553627598457,0.7131863076134634,0.7131863412630645
4,0.7476828320441646,0.7471317008531891,0.7305077883461164,0.730507838998257
5,0.7553002251041783,0.7594535241070066,0.6930148207236578,0.693014751766226
6,0.7782335743575789,0.7840422556957993,0.7208080520874008,0.7208081034565483
7,0.5737211350983006,0.5797676861912526,0.5508031908811599,0.5508032637208244
8,0.602317916011033,0.602969322793374,0.6333264443643363,0.6333264036224528
9,0.5128387655607775,0.5048940232808665,0.49270869640075393,0.492708708500464
10,0.6850705994119246,0.6844698814541703,0.676922666252353,0.6769227102231059
11,0.5427096404001523,0.5442835194934902,0.5304986472879437,0.5304986220694895
12,0.5738100640973662,0.5711098127180003,0.595184053601455,0.5951838442752139
13,0.87638010196997,0.8755137551352479,0.8851235212547386,0.8851235090076062
14,0.4528798912566083,0.45214217127267864,0.43260408702183417,0.4326041149537702
15,0.5623512862912667,0.5603576686978166,0.5424100381453462,0.5424100986553174
16,0.8044828398812465,0.8007170364635866,0.7883449863342106,0.7883450927168011
17,0.4090946654441177,0.41682587624340406,0.38632448152454024,0.3863244868606066
18,0.3418282221422025,0.34431473618220254,0.285376155730298,0.285376128771407
19,0.6953958213625462,0.6948877010351896,0.722748366147888,0.7227481955066192
20,0.6262853648708335,0.6233945056769952,0.662853498872403,0.6628536106366936
21,0.788399981680652,0.7882338038588068,0.7981484227514607,0.7981486489828599
22,0.3027707984440186,0.3017211309489078,0.3435017330625282,0.3435017282647534
23,0.7203048792982673,0.7187725408859479,0.6259221837158471,0.6259223034706604
24,0.34648191224299835,0.34136260295658655,0.32325002529252533,0.3232500415938395
25,0.7566473335252757,0.7663456045328583,0.7588951248860953,0.7588954828282013
26,0.46876791451165534,0.47505619261620124,0.4876583197304913,0.48765814550817255
27,0.4593007961202857,0.45777467259535404,0.4596750206941079,0.45967496765338256
28,0.5031660421616562,0.5019224004043568,0.536800088327838,0.5368000797788121
29,0.6119111781162265,0.6146361755926089,0.59379950696664,0.5937995787988549
30,0.6893441229911152,0.6880845198487969,0.6795505985850275,0.6795505653654691
31,0.5866632204734828,0.5872180461252903,0.5845109672234082,0.5845109423751788
32,0.7262754183531631,0.7229156487251251,0.6990028816278517,0.6990029263910623
33,0.7728502907257927,0.7700764344322277,0.6614424377824375,0.6614423949677138
34,0.6290250415767997,0.622703580787514,0.5986671118077118,0.5986670616032674
35,0.4978011117682113,0.4934074815715364,0.47821652907313056,0.47821649772897873
36,0.8886719915781609,0.8886463245924155,0.714393849029408,0.714393742514301
37,0.5855008122951909,0.5895400465947828,0.5380358502436507,0.5380359071830413
38,0.412677129734679,0.3935784158371902,0.3851390721630449,0.385139041333908
39,0.7029810705042445,0.7059092482528256,0.6678475983893561,0.6678477256937739
40,0.541133443306707,0.5497128085004651,0.527289593161998,0.5272895946787973
41,0.6031175216154772,0.6130659034544248,0.5953973978271095,0.5953973653245465
42,0.7271170675434584,0.7307605990839381,0.7095304264688054,0.7095304876870756
43,0.7309600066598676,0.734134239332896,0.7493321575716944,0.7493321668129153
44,0.44978229975325335,0.442615198672453,0.4870457023493656,0.48704566439735414
45,0.586447872398284,0.5792606405651074,0.5091414441696105,0.5091414562754022
46,0.6995306632615759,0.7058706134194321,0.7237948732300937,0.7237948974444982
47,0.6062477289288261,0.6007981532884061,0.486589377676663,0.4865893563675521
48,0.7519328317316532,0.7433578450315503,0.733670361549572,0.7336703172168454
49,0.7661478828247934,0.769491718490757,0.6148554059572574,0.6148552777999818
50,0.6665135508600165,0.6708781704955714,0.6538360807889629,0.6538361065170138
51,0.5141961643256411,0.5057650465863852,0.5163672911199397,0.516367289861045
52,0.493494328861745,0.49051832840548465,0.510845331182669,0.5108452860106608
53,0.6249550750611155,0.6384334637437,0.6183129616952369,0.6183128953248787
54,0.6815954602597573,0.6854949600580632,0.6291307051566947,0.629130684521011
55,0.7077790542876228,0.7070963328260134,0.6848499504779272,0.6848499607496451
56,0.6435497895391132,0.6412908561783563,0.6004862597530414,0.6004863532320628
57,0.4336722480727397,0.43522170892492,0.4187465063903787,0.418746521670661
58,0.642175693510511,0.6403282287549584,0.5735508247198843,0.5735507583503177
59,0.549791676328166,0.5519207447228541,0.4890713974689743,0.48907140034046737
60,0.7521514858701921,0.7544488634716978,0.7307206881093946,0.7307206865167541
61,0.7122166552705245,0.706546640067855,0.7223476023800227,0.7223475050660683
62,0.5783747295158715,0.5839803723663597,0.5503270186130129,0.5503270174238533
63,0.40910593131543965,0.408780789084779,0.36944794480734783,0.3694479683828754
64,0.45438603339007644,0.4543709303611316,0.4081805605861326,0.40818060180138865
65,0.4241517179920534,0.4260313837196086,0.43649244475390986,0.436492545033729
66,0.6214329582809918,0.6238666753116578,0.61383485332443,0.6138348060084647
67,0.3274058279961373,0.33320712796376073,0.287366463576433,0.28736652156295805
68,0.7607175963720471,0.7545697974132081,0.7007980550660591,0.7007981734871565
69,0.6820294880246119,0.6885516079189227,0.731718640791156,0.7317186818366727
70,0.6958318159448919,0.6912002740135774,0.6694938026069501,0.6694938571248195
71,0.6397688142057641,0.6358497264764071,0.5610091063880384,0.5610090184842401
72,0.5904191920890443,0.5945458199945308,0.5390561169404745,0.5390560938058165
73,0.523651745368084,0.5209514290291007,0.48118788613964714,0.4811879189109757
74,0.6848003964864069,0.6897326071090566,0.6492908186314654,0.6492907976086012
75,0.5296059307745621,0.5234145054919462,0.518408574620214,0.5184085898975228
76,0.4232087428583929,0.4205100821321047,0.4283460178019363,0.42834598969207294
77,0.5718046396557556,0.568142250529238,0.5519440711071406,0.5519440935205334
78,0.7140058631884173,0.7217910135397183,0.687863592894372,0.6878635376162092
79,0.5607060846660015,0.5618151465643169,0.5565447143331916,0.556544698088192
80,0.6866248350846076,0.6823788979183993,0.6992285348108754,0.6992286640432155
81,0.2565200211675305,0.25921696834073177,0.2803763061901589,0.28037628528850417
82,0.795818554041532,0.7919740894097812,0.7615416363463444,0.7615415677309363
83,0.7982367515681099,0.7982752410481073,0.7459751447041858,0.745975067890132
84,0.41586794851391373,0.4134027263233207,0.4194910075318308,0.41949094334887865
85,0.6114543261224082,0.6119246772871758,0.613888976670233,0.6138888731461134
86,0.8341280248840023,0.8251793802195473,0.8370199163194957,0.8370199284437501
87,0.7098232268460761,0.7065784470971511,0.7271266191027064,0.7271265626433059
88,0.7308859826427916,0.7228643542019527,0.7144658300918693,0.7144657221055792
89,0.6348572433442694,0.6306572899323913,0.6209616803854424,0.6209617288810865
90,0.6326483084996918,0.6335044549785134,0.5896509880083788,0.5896510754930342
91,0.4357650545571833,0.4315003685289269,0.39787503894306614,0.39787503363300386
92,0.5904642504849238,0.5760036074909277,0.5667707857048406,0.5667708690004998
93,0.8630824348522528,0.8644743066495105,0.8478731888467548,0.8478733025914932
94,0.5143043998748678,0.5087552304475641,0.5639087850147194,0.563908902345146
95,0.7041764464092253,0.6987429435118988,0.7093408758827116,0.7093409934120329
96,0.5805193525006229,0.5838535862264532,0.529889864164551,0.5298898949335729
97,0.4108791456170747,0.41505856547739384,0.3839529342091638,0.3839529392304905
98,0.7105848761138622,0.7087452674093709,0.4775709887260031,0.4775705173173882
99,0.6739444179484557,0.663418496369328,0.6356630505321618,0.6356630843243052
